,Type,Name,Year,Director,Address,Lat,Lon,Borough,Number_of_Complaints,Style,Material,Use,Nbhd,Imdb,Tel,Url,System,Categories,Phone,Rating,Price,Zip_code
752,Museum,Hudson Waterfront Museum and Showboat Barge,,,290 Conover St.,40.67557193,-74.01808694,,NA,,,,,,(718) 624-4719,http://www.waterfrontmuseum.org/,NA,NA,NA,NA,NA,NA
753,Museum,International Center of Photography,,,1133 Avenue Of The Americas,40.75602115,-73.98383673,,NA,,,,,,(212) 857-0000,http://www.icp.org/,NA,NA,NA,NA,NA,NA
754,Museum,Intrepid Sea-Air-Space Museum,,,Pier 86 12th Ave. & 46th Street,40.76478327,-74.00089181,,NA,,,,,,(212) 245-0072,http://www.intrepidmuseum.org/,NA,NA,NA,NA,NA,NA
755,Museum,Isamu Noguchi Garden Museum,,,32-37 Vernon Boulevard,40.76695661,-73.93765515,,NA,,,,,,(718) 204-7088,http://www.noguchi.org/,NA,NA,NA,NA,NA,NA
756,Museum,Italian American Museum,,,155 Mulberry St.,40.71919463,-73.99749411,,NA,,,,,,(212) 965-9000,http://www.italianamericanmuseum.org/,NA,NA,NA,NA,NA,NA
757,Museum,Jackie Robinson Museum,,,1 Hudson Square,40.72335066,-74.00664186,,NA,,,,,,(212) 290-8600,http://www.jackierobinson.org/,NA,NA,NA,NA,NA,NA
758,Museum,Jacques Marchais Center Museum of Tibetan Art,,,338 Lighthouse Avenue,40.57631284,-74.13812337,,NA,,,,,,(718) 987-3500,http://www.tibetanmuseum.org/,NA,NA,NA,NA,NA,NA
759,Museum,Jeffrey's Hook lighthouse (Little Red Lighthouse),,,178th Street at the Hudson River,40.85022003,-73.94694495,,NA,,,,,,(212) 304-2365,http://www.nycgovparks.org/sub_about/parks_divisions/historic_houses/hh_little_red_light.html,NA,NA,NA,NA,NA,NA
760,Museum,Jewish Museum,,,1109 Fifth Ave,40.78540226,-73.95718706,,NA,,,,,,(212) 423-3200,http://www.thejewishmuseum.org/index.php,NA,NA,NA,NA,NA,NA
761,Museum,John J. Harvey Fireboat,,,Pier 66 at West 26th Street,40.7523302,-74.00965484,,NA,,,,,,,http://www.fireboat.org/,NA,NA,NA,NA,NA,NA
762,Museum,King Manor Museum,,,152-01 Jamaica Avenue,40.70304202,-73.80376062,,NA,,,,,,(718) 206-0545,http://www.kingmanor.org/,NA,NA,NA,NA,NA,NA
763,Museum,Kingsland Homestead,,,143-35 37th Avenue,40.76359571,-73.82415642,,NA,,,,,,(718) 206-0545,http://www.queenshistoricalsociety.org/kingsland.html,NA,NA,NA,NA,NA,NA
764,Museum,LaGuardia and Wagner Archives,,,31-10 Thomson Ave.,40.74396007,-73.93514568,,NA,,,,,,(718) 482-5065,http://www.laguardiawagnerarchive.lagcc.cuny.edu/defaultc.htm,NA,NA,NA,NA,NA,NA
765,Museum,Lee Young Hee Museum of Korean Culture,,,2 West 32nd Street,40.74719709,-73.98618833,,NA,,,,,,(212) 560-0722,http://www.lyhkm.org/,NA,NA,NA,NA,NA,NA
766,Museum,Lefferts Historic House,,,Prospect Park Willink Entrance,40.66437996,-73.96381416,,NA,,,,,,(718) 789-2822,http://www.prospectpark.org/visit/places/lefferts,NA,NA,NA,NA,NA,NA
767,Museum,Madame Tussauds Wax Museum,,,234 W. 42nd Street,40.75631816,-73.98870226,,NA,,,,,,(800) 246-8872,http://www.madametussauds.com/NewYork/,NA,NA,NA,NA,NA,NA
768,Museum,Merchant's House Museum,,,29 East Fourth Street,40.72765742,-73.99234605,,NA,,,,,,(212) 777-1089,http://www.merchantshouse.com/,NA,NA,NA,NA,NA,NA
769,Museum,Metropolitan Museum of Art (MET),,,1000 Fifth Avenue,40.77942354,-73.96345111,,NA,,,,,,(212) 535-7710,http://www.metmuseum.org/,NA,NA,NA,NA,NA,NA
770,Museum,Mexican Cultural Institute of New York,,,27 E. 39th St.,40.75078437,-73.97988118,,NA,,,,,,(212) 217-6422,http://www.lavitrina.com/,NA,NA,NA,NA,NA,NA
771,Museum,Morgan Library and Museum,,,225 Madison Avenue,40.74929507,-73.98132149,,NA,,,,,,(212) 685-0008,http://www.themorgan.org/home.asp,NA,NA,NA,NA,NA,NA
772,Museum,Morris-Jumel Mansion,,,65 Jumel Terrace,40.83444768,-73.93857439,,NA,,,,,,(212) 923-8008,http://www.morrisjumel.org/,NA,NA,NA,NA,NA,NA
773,Museum,Mount Vernon Hotel Museum & Garden,,,421 East 61 Street,40.76052578,-73.95971083,,NA,,,,,,(212) 838-6878,http://www.mvhm.org/,NA,NA,NA,NA,NA,NA
774,Museum,Municipal Art Society,,,457 Madison Avenue,40.75824831,-73.97499987,,NA,,,,,,(212) 935-3960,http://mas.org/,NA,NA,NA,NA,NA,NA
775,Museum,Museum for African Art,,,36-01 43rd Avenue,40.74634174,-73.92822391,,NA,,,,,,(718) 784-7700,http://www.africanart.org/,NA,NA,NA,NA,NA,NA
776,Museum,Museum of American Finance,,,48 Wall Street,40.70648459,-74.0091216,,NA,,,,,,(212) 908-4110,http://www.moaf.org/index,NA,NA,NA,NA,NA,NA
777,Museum,Museum of American Illustration,,,128 E. 63d St.,40.76471562,-73.96690031,,NA,,,,,,(212) 838-2560,http://societyillustrators.org/museum/index.cms,NA,NA,NA,NA,NA,NA
778,Museum,Museum of Arts & Design (MAD),,,2 Columbus Circle,40.76740607,-73.98200725,,NA,,,,,,(212) 299-7777,http://www.madmuseum.org/,NA,NA,NA,NA,NA,NA
779,Museum,Museum of Biblical Art,,,1865 Broadway,40.77025241,-73.98272584,,NA,,,,,,(212) 408-1200,http://www.mobia.org/,NA,NA,NA,NA,NA,NA
780,Museum,Museum Of Chinese In America,,,215 Centre Street,40.71945395,-73.99919192,,NA,,,,,,(212) 619-4785,http://www.mocanyc.org/,NA,NA,NA,NA,NA,NA
781,Museum,Museum of Comic and Cartoon Art (MoCCA),,,594 Broadway,40.72479795,-73.99670248,,NA,,,,,,(212) 254 3511,http://www.moccany.org/,NA,NA,NA,NA,NA,NA
782,Museum,Museum of Contemporary African Diasporan Arts (MoCADA),,,80 Hanson Place,40.68524514,-73.97442478,,NA,,,,,,(718) 230-0492,http://www.mocada.org/,NA,NA,NA,NA,NA,NA
783,Museum,Museum of Jewish Heritage,,,36 Battery Place,40.70598665,-74.01858572,,NA,,,,,,(646) 437-4200,http://www.mjhnyc.org/index.htm,NA,NA,NA,NA,NA,NA
784,Museum,Museum of Modern Art (MoMA),,,11 West 53rd Street,40.76118664,-73.97700363,,NA,,,,,,(212) 708-9400,http://www.moma.org/,NA,NA,NA,NA,NA,NA
785,Museum,Museum of the City of New York,,,1220 Fifth Avenue,40.79250903,-73.95191697,,NA,,,,,,(212) 534-1672,http://www.mcny.org,NA,NA,NA,NA,NA,NA
786,Museum,Museum of the Moving Image,,,35 Avenue at 36 Street,40.75694449,-73.92451017,,NA,,,,,,(718) 784-4520,http://www.movingimage.us/site/site.php,NA,NA,NA,NA,NA,NA
787,Museum,National Academy Museum,,,1083 5th Avenue,40.78361317,-73.95849177,,NA,,,,,,(212) 369-4880,https://nationalacademy.org/index.asp,NA,NA,NA,NA,NA,NA
788,Museum,National Lighthouse Museum,,,1 Lighthouse Plaza,40.64094902,-74.07373713,,NA,,,,,,(718) 556-1681,http://statenislandusa.com/pages/lighthouse.html,NA,NA,NA,NA,NA,NA
789,Museum,National Museum of the American Indian,,,1 Bowling Green,40.70432126,-74.01372705,,NA,,,,,,(212) 514-3700,http://www.nmai.si.edu/,NA,NA,NA,NA,NA,NA
790,Museum,National September 11 Memorial & Museum at the World Trade Center,,,1 Liberty Plaza,40.70965449,-74.01091566,,NA,,,,,,(212) 227-7722,http://www.911memorial.org/,NA,NA,NA,NA,NA,NA
791,Museum,Neue Galerie New York,,,1048 Fifth Avenue,40.78124234,-73.96024813,,NA,,,,,,(212) 628-6200,http://www.neuegalerie.org/,NA,NA,NA,NA,NA,NA
792,Museum,New Museum of Contemporary Art,,,235 Bowery,40.7223467,-73.99283879,,NA,,,,,,(212) 219-1222,http://www.newmuseum.org/,NA,NA,NA,NA,NA,NA
793,Museum,New York City Fire Museum,,,278 Spring Street,40.72557181,-74.00693426,,NA,,,,,,(212) 691-1303,http://www.nycfiremuseum.org/,NA,NA,NA,NA,NA,NA
794,Museum,New York City Police Museum,,,100 Old Slip,40.70347829,-74.00811754,,NA,,,,,,(212) 480-3100,http://www.nycpolicemuseum.org/,NA,NA,NA,NA,NA,NA
795,Museum,New York Hall of Science,,,47-01 111th Street,40.74714779,-73.8516868,,NA,,,,,,(718) 699-0005,http://www.nysci.org/,NA,NA,NA,NA,NA,NA
796,Museum,New York Historical Society,,,2 West 77th Street,40.77927324,-73.97425754,,NA,,,,,,(212) 873-3400,https://www.nyhistory.org/web/,NA,NA,NA,NA,NA,NA
797,Museum,New York Tolerance Center,,,50 E 42nd St,40.75242292,-73.97912411,,NA,,,,,,(212) 697-1180,http://www.kintera.org/site/pp.asp?c=fwLYKnN8LzH&b=242506,NA,NA,NA,NA,NA,NA
798,Museum,New York Transit Museum,,,Boerum Pl. & Schermenhorn Street,40.6905237,-73.99002597,,NA,,,,,,(718) 694-4915,http://www.mta.info/mta/museum/,NA,NA,NA,NA,NA,NA
799,Museum,Nicholas Roerich Museum,,,319 West 107 Street,40.802914,-73.9690225,,NA,,,,,,(212) 864-7752,http://www.roerich.org/,NA,NA,NA,NA,NA,NA
800,Museum,Noble Maritime Collection,,,1000 Richmond Terrace,40.64431194,-74.10177204,,NA,,,,,,(718) 447-6490,http://www.noblemaritime.org/,NA,NA,NA,NA,NA,NA
801,Museum,Old Stone House,,,326 5th Avenue,40.67299347,-73.98461861,,NA,,,,,,(718) 768-3195,http://www.theoldstonehouse.org/,NA,NA,NA,NA,NA,NA
802,Museum,P.S. 1 Contemporary Art Center,,,22-25 Jackson Ave.,40.74583947,-73.94621242,,NA,,,,,,(718) 784-2084,http://www.ps1.org/,NA,NA,NA,NA,NA,NA
803,Museum,Paley Center For Media (formerly Museum Of Television & Radio),,,25 West 52 Street,40.76057364,-73.97760161,,NA,,,,,,(212) 621-6800,http://www.paleycenter.org/,NA,NA,NA,NA,NA,NA
804,Museum,Queens Art Museum - Bulova Corporate Center,,,75-20 Astoria Blvd.,40.76460726,-73.89314846,,NA,,,,,,(516) 624-1910,http://www.bdg.net/properties/1/,NA,NA,NA,NA,NA,NA
805,Museum,Queens County Farm Museum,,,73-50 Little Neck Parkway,40.7455696,-73.72573661,,NA,,,,,,(718) 347-3276,http://www.queensfarm.org/,NA,NA,NA,NA,NA,NA
806,Museum,Queens Museum of Art,,,Queens Museum of Art,40.74584286,-73.84676276,,NA,,,,,,(718) 592-9700,http://www.queensmuseum.org/,NA,NA,NA,NA,NA,NA
807,Museum,Rose Center for Earth and Space (Hayden Planetarium),,,15 West 81st Street,40.78285983,-73.97257491,,NA,,,,,,(212) 769-5100,http://www.haydenplanetarium.org/index.php,NA,NA,NA,NA,NA,NA
808,Museum,Rose Museum at Carnegie Hall,,,154 West 57th Street,40.76501231,-73.9799105,,NA,,,,,,(212) 903-9629,http://www.carnegiehall.org/textSite/the_basics/art_museum_archives.html,NA,NA,NA,NA,NA,NA
809,Museum,Rubin Museum of Art,,,150 West 17th Street,40.74002038,-73.99779153,,NA,,,,,,(212) 620-5000,http://www.rmanyc.org/,NA,NA,NA,NA,NA,NA
810,Museum,Sandy Ground Historical Society,,,1538 Woodrow Road,40.54097835,-74.21650282,,NA,,,,,,(718) 317-5796,http://statenislandusa.com/pages/sandy_ground.html,NA,NA,NA,NA,NA,NA
811,Museum,Scandinavia House: The Nordic Center in America,,,58 Park Ave.,40.7494469,-73.98008844,,NA,,,,,,(212) 879-9779,http://www.scandinaviahouse.org/,NA,NA,NA,NA,NA,NA
812,Museum,Schomburg Center for Research in Black Culture,,,515 Malcolm X Boulevard,40.81461273,-73.94099076,,NA,,,,,,(212) 491-2200,http://www.nypl.org/research/sc/sc.html,NA,NA,NA,NA,NA,NA
813,Museum,School of Visual Arts Museum,,,209 E. 23rd St.,40.73875919,-73.98224233,,NA,,,,,,(212) 592-2145,http://www.schoolofvisualarts.edu/sa/index.jsp?sid0=201&page_id=482&event_id=865,NA,NA,NA,NA,NA,NA
814,Museum,Seguine Mansion,,,440 Seguine Avenue,40.51521434,-74.1975893,,NA,,,,,,(718) 667-6042,http://www.historichousetrust.org/item.php?i_id=38,NA,NA,NA,NA,NA,NA
815,Museum,Skyscraper Museum,,,39 Battery Place,40.70565753,-74.01756807,,NA,,,,,,(212) 968-1961,http://www.skyscraper.org/home.htm,NA,NA,NA,NA,NA,NA
816,Museum,Solomon R. Guggenheim Museum,,,1071 Fifth Avenue,40.78300948,-73.95891102,,NA,,,,,,(212) 423-3500,http://www.guggenheim.org/,NA,NA,NA,NA,NA,NA
817,Museum,Sony Wonder Technology Lab,,,550 Madison Ave,40.7614703,-73.97350782,,NA,,,,,,(212) 833-8100,http://wondertechlab.sony.com/,NA,NA,NA,NA,NA,NA
818,Museum,South Street Seaport Museum,,,12 Fulton Street,40.70660336,-74.00372094,,NA,,,,,,(212) 748-8600,http://www.southstreetseaportmuseum.org/,NA,NA,NA,NA,NA,NA
819,Museum,Staten Island Children's Museum,,,1000 Richmond Terr.,40.64270888,-74.10189211,,NA,,,,,,(718) 273-2060,http://www.statenislandkids.org/,NA,NA,NA,NA,NA,NA
820,Museum,Staten Island Museum / Staten Island Institute of Arts & Sciences,,,75 Stuyvesant Pl.,40.64436918,-74.07766506,,NA,,,,,,(718) 727-1135,http://www.statenislandmuseum.org/,NA,NA,NA,NA,NA,NA
821,Museum,Studio Museum in Harlem,,,144 West 125th Street,40.80824548,-73.94772615,,NA,,,,,,(212) 864-4500,http://www.studiomuseum.org,NA,NA,NA,NA,NA,NA
822,Museum,Tenement Museum,,,108 Orchard Street,40.7186877,-73.98967905,,NA,,,,,,(212) 431-0233,http://www.tenement.org/,NA,NA,NA,NA,NA,NA
823,Museum,"The Freakatorium, El Museo Loco",,,57 Clinton St.,40.71961673,-73.98501449,,NA,,,,,,(212) 375-0475,http://www.freakatorium.com/,NA,NA,NA,NA,NA,NA
824,Museum,The Jazz Museum in Harlem,,,104 E. 126th Street,40.80527638,-73.93805874,,NA,,,,,,(212) 348-8300,http://www.jazzmuseuminharlem.org/,NA,NA,NA,NA,NA,NA
825,Museum,The Jewish Children's Museum,,,792 Eastern Pkwy,40.66891158,-73.94196177,,NA,,,,,,(718) 467-0600,http://www.jcmonline.org/,NA,NA,NA,NA,NA,NA
826,Museum,The Museum at FIT,,,7th Avenue at West 27th Street,40.74700838,-73.99392967,,NA,,,,,,(212) 217-5800,http://www.fitnyc.edu/306.asp,NA,NA,NA,NA,NA,NA
827,Museum,Theodore Roosevelt Birthplace,,,28 East 20th Street,40.73864201,-73.98904085,,NA,,,,,,(212) 260-1616,http://www.nps.gov/thrb/index.htm,NA,NA,NA,NA,NA,NA
828,Museum,Ukrainian Museum,,,222 East 6th Street,40.72767679,-73.98975703,,NA,,,,,,(212) 228-0110,http://www.ukrainianmuseum.org/,NA,NA,NA,NA,NA,NA
829,Museum,Valentine-Varian House,,,3266 Bainbridge Ave.,40.87737982,-73.87942472,,NA,,,,,,(718) 881-8900,http://www.museumregister.com/US/NewYork/Bronx/ValentineVarianHouse/Info.html,NA,NA,NA,NA,NA,NA
830,Museum,Van Cortlandt House Museum,,,VAN CRTLANDT MANSION,40.89111117,-73.89482257,,NA,,,,,,(718) 543-3344,http://www.vancortlandthouse.org/,NA,NA,NA,NA,NA,NA
831,Museum,Wave Hill,,,West 249th Street & Independence Avenue,40.89788471,-73.91165377,,NA,,,,,,(718) 549-3200,http://wavehill.org/visit/,NA,NA,NA,NA,NA,NA
832,Museum,Wyckoff Farmhouse Museum,,,5816 Clarendon Ave,40.64434068,-73.9207963,,NA,,,,,,(718) 629-5400,http://www.wyckoffassociation.org/,NA,NA,NA,NA,NA,NA
833,Museum,Leo Baeck Institute,,,15 W. 16th St.,40.73802754,-73.99376449,,NA,,,,,,(212) 744-6400,http://www.lbi.org/,NA,NA,NA,NA,NA,NA
834,Museum,American Sephardi Federation / Sephardic House,,,15 W. 16th St.,40.73807723,-73.9938858,,NA,,,,,,(212) 294-8350,http://www.americansephardifederation.org/,NA,NA,NA,NA,NA,NA
835,Museum,YIVO Institute for Jewish Research,,,15 W. 16th St.,40.73795995,-73.99379427,,NA,,,,,,(212) 246-6860,http://www.yivoinstitute.org/,NA,NA,NA,NA,NA,NA
836,Museum,American Jewish Historical Society,,,15 W. 16th St.,40.73801538,-73.9939289,,NA,,,,,,(212) 294-6160,http://www.ajhs.org/,NA,NA,NA,NA,NA,NA
837,Museum,Yeshiva University Museum,,,15 W. 16th St.,40.73804568,-73.99381737,,NA,,,,,,(212) 294-8330,http://www.yumuseum.org/,NA,NA,NA,NA,NA,NA
838,Museum,Center For Jewish History,,,15 W. 16th St.,40.73798676,-73.99386877,,NA,,,,,,(212) 294-8301,http://www.cjh.org,NA,NA,NA,NA,NA,NA
839,library,115th Street,NA,NA,West 115th Street,40.802,-73.95,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
840,library,125th Street,NA,NA,East 125th Street,40.803,-73.93,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
841,library,53rd Street,NA,NA,West 53rd Street,40.76,-73.97,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
842,library,58th Street,NA,NA,East 58th Street,40.762,-73.96,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
843,library,67th Street,NA,NA,East 67th Street,40.764,-73.95,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
844,library,96th Street,NA,NA,East 96th Street,40.785,-73.95,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
845,library,Aguilar,NA,NA,East 110th Street,40.794,-73.94,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
846,library,Allerton,NA,NA,Barnes Avenue,40.866,-73.86,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
847,library,Andrew Heiskell Braille and Talking Book,NA,NA,West 20th Street,40.74,-73.99,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
848,library,Battery Park City Library,NA,NA,North End Avenue,40.715,-74.01,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
849,library,Baychester,NA,NA,Asch Loop North,40.87,-73.82,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
850,library,Belmont Library and Enrico Fermi Cultural Center,NA,NA,East 186th Street,40.854,-73.88,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
851,library,Bloomingdale,NA,NA,West 100th Street,40.795,-73.96,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
852,library,Bronx Library Center,NA,NA,East Kingsbridge Road,40.862,-73.89,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
853,library,Castle Hill,NA,NA,Castle Hill Avenue,40.826,-73.85,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
854,library,Chatham Square,NA,NA,East Broadway,40.713,-73.99,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
855,library,City Island,NA,NA,City Island Avenue,40.847,-73.78,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
856,library,Clason's Point,NA,NA,Morrison Avenue,40.829,-73.87,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
857,library,Columbus,NA,NA,10th Avenue,40.764,-73.99,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
858,library,Countee Cullen,NA,NA,West 136th Street,40.814,-73.94,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
859,library,Dongan Hills,NA,NA,Richmond Road,40.59,-74.1,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
860,library,Eastchester,NA,NA,East Gun Hill Road,40.87,-73.84,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
861,library,Edenwald,NA,NA,East 233rd Street,40.888,-73.84,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
862,library,Epiphany,NA,NA,East 23rd Street,40.738,-73.98,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
863,library,Fort Washington,NA,NA,West 179th Street,40.847,-73.93,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
864,library,Francis Martin,NA,NA,University Avenue,40.857,-73.9,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
865,library,George Bruce,NA,NA,West 125th Street,40.813,-73.95,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
866,library,Grand Central,NA,NA,East 46th Street,40.754,-73.97,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
867,library,Grand Concourse,NA,NA,East 173rd Street,40.844,-73.91,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
868,library,Great Kills,NA,NA,Giffords Lane,40.552,-74.15,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
869,library,Hamilton Fish Park,NA,NA,East Houston Street,40.719,-73.97,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
870,library,Hamilton Grange,NA,NA,West 145th Street,40.825,-73.94,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
871,library,Harlem,NA,NA,West 124th Street,40.806,-73.94,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
872,library,High Bridge,NA,NA,West 168th Street,40.837,-73.92,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
873,library,Hudson Park,NA,NA,Leroy Street,40.729,-74,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
874,library,Huguenot Park,NA,NA,Huguenot Avenue,40.534,-74.19,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
875,library,Hunts Point,NA,NA,Southern Boulevard,40.818,-73.89,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
876,library,Inwood,NA,NA,Broadway,40.865,-73.92,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
877,library,Jefferson Market,NA,NA,Avenue of the Americas,40.734,-73.99,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
878,library,Jerome Park,NA,NA,Eames Place,40.869,-73.9,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
879,library,Kingsbridge,NA,NA,West 231st Street,40.88,-73.9,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
880,library,Kips Bay,NA,NA,Third Avenue,40.743,-73.97,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
881,library,Macomb's Bridge,NA,NA,Adam Clayton Powell Jr. Boulevard,40.826,-73.93,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
882,library,Mariners Harbor,NA,NA,South Ave,40.634,-74.16,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
883,library,Melrose,NA,NA,Morris Avenue,40.826,-73.91,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
884,library,Mid-Manhattan,NA,NA,Fifth Avenue,40.751,-73.98,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
885,library,Morningside Heights,NA,NA,Broadway,40.806,-73.96,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
886,library,Morris Park,NA,NA,Morris Park Avenue,40.848,-73.85,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
887,library,Morrisania,NA,NA,East 169th Street,40.831,-73.9,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
888,library,Mosholu,NA,NA,East 205th Street,40.874,-73.87,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
889,library,Mott Haven,NA,NA,East 140th Street,40.811,-73.92,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
890,library,Muhlenberg,NA,NA,West 23rd Street,40.744,-73.99,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
891,library,Mulberry Street,NA,NA,Jersey Street,40.724,-73.99,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
892,library,New Amsterdam,NA,NA,Murray Street,40.713,-74,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
893,library,New Dorp,NA,NA,New Dorp Lane,40.571,-74.11,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
894,library,"Library for the Performing Arts, Dorothy and Lewis B. Cullman Center",NA,NA,Lincoln Center Plaza,40.773,-73.98,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
895,library,Ottendorfer,NA,NA,Second Avenue,40.728,-73.98,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
896,library,Parkchester,NA,NA,Westchester Avenue,40.833,-73.85,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
897,library,Pelham Bay,NA,NA,Middletown Road,40.844,-73.82,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
898,library,Pelham Parkway-Van Nest,NA,NA,Barnes Avenue,40.854,-73.86,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
899,library,Port Richmond,NA,NA,Bennett Street,40.637,-74.13,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
900,library,Richmondtown,NA,NA,Clarke Avenue,40.566,-74.13,Other,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
901,library,Riverdale,NA,NA,Mosholu Avenue,40.903,-73.9,The Bronx,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
902,library,Riverside,NA,NA,Amsterdam Avenue,40.774,-73.98,Manhattan,NA,NA,NA,NA,NA,NA,NA,NA,NYPL,NA,NA,NA,NA,NA
